origin_uic,destination_uic,origin_name,destination_name,trip_count,duration_minutes,source
87113001,87171009,Paris Est,Reims,29,46,GTFS_TGV
87113001,87147322,Paris Est,Meuse TGV,29,60,GTFS_TGV
87473009,87474007,Saint-Brieuc,Brest,28,70,GTFS_TGV
87751008,87755009,Marseille Saint-Charles,Toulon,28,42,GTFS_TGV
87757526,87757625,Saint-Raphaël Valescure,Cannes,28,25,GTFS_TGV
87755009,87757526,Toulon,Saint-Raphaël Valescure,28,48,GTFS_TGV
87713040,87300863,Dijon,Besançon Franche-Comté TGV,28,27,GTFS_TGV
87765206,87765826,Sorgues - Châteauneuf-du-Pape,Entraigues-sur-la-Sorgue,27,5,GTFS_TGV
87484006,87396408,Angers Saint-Laud,Sablé-sur-Sarthe,27,20,GTFS_TGV
87765826,87765818,Entraigues-sur-la-Sorgue,Monteux,27,7,GTFS_TGV
87300863,87300822,Besançon Franche-Comté TGV,Belfort - Montbéliard TGV,27,21,GTFS_TGV
87581009,87575001,Bordeaux Saint-Jean,Poitiers,27,63,GTFS_TGV
87745497,87746370,Annemasse,Cluses,27,33,GTFS_TGV
87300822,87182063,Belfort - Montbéliard TGV,Mulhouse,27,22,GTFS_TGV
87746370,87745497,Cluses,Annemasse,27,42,GTFS_TGV
87741645,87686006,Albertville,Paris Gare de Lyon,27,229,GTFS_TGV
87765818,87765735,Monteux,Carpentras,27,6,GTFS_TGV
87765008,87765206,Avignon Centre,Sorgues - Châteauneuf-du-Pape,27,8,GTFS_TGV
87581009,87611004,Bordeaux Saint-Jean,Toulouse Matabiau,27,141,GTFS_TGV
87765008,87765107,Avignon Centre,Orange,26,14,GTFS_TGV
87474098,87474155,Quimper,Rosporden,26,11,GTFS_TGV
87391003,87396408,Paris Montparnasse,Sablé-sur-Sarthe,26,64,GTFS_TGV
87765206,87765008,Sorgues - Châteauneuf-du-Pape,Avignon Centre,26,8,GTFS_TGV
87765826,87765206,Entraigues-sur-la-Sorgue,Sorgues - Châteauneuf-du-Pape,26,5,GTFS_TGV
87765818,87765826,Monteux,Entraigues-sur-la-Sorgue,26,6,GTFS_TGV
87765735,87765818,Carpentras,Monteux,26,5,GTFS_TGV
87474155,87476317,Rosporden,Quimperlé,26,13,GTFS_TGV
87764001,87761007,Montélimar,Valence,26,22,GTFS_TGV
87761007,87762906,Valence,Lyon Saint-Exupéry TGV,26,32,GTFS_TGV
87765107,87764001,Orange,Montélimar,26,25,GTFS_TGV
87172007,87172270,Charleville-Mézières,Rethel,26,28,GTFS_TGV
87481002,87486019,Nantes,La Roche-sur-Yon,26,40,GTFS_TGV
87474007,87473009,Brest,Saint-Brieuc,26,68,GTFS_TGV
87476317,87476002,Quimperlé,Lorient Bretagne Sud,26,11,GTFS_TGV
87141002,87147322,Nancy,Meuse TGV,25,34,GTFS_TGV
87741009,87393702,Chambéry - Challes-les-Eaux,Massy TGV,25,210,GTFS_TGV
87575142,87571240,Châtellerault,Saint-Pierre-des-Corps,25,30,GTFS_TGV
87141002,87113001,Nancy,Paris Est,25,90,GTFS_TGV
87486019,87486449,La Roche-sur-Yon,Les Sables-d'Olonne,25,26,GTFS_TGV
87688887,87773200,Montpellier Sud de France,Sète,25,14,GTFS_TGV
87286005,87271494,Lille Flandres,Aéroport Charles de Gaulle 2 TGV,25,62,GTFS_TGV
87192039,87191007,Metz,Thionville,25,18,GTFS_TGV
87773200,87688887,Sète,Montpellier Sud de France,25,17,GTFS_TGV
87755447,87755009,Les Arcs - Draguignan,Toulon,25,35,GTFS_TGV
87391003,87481002,Paris Montparnasse,Nantes,24,122,GTFS_TGV
87741306,87686006,Saint-Avre - La Chambre,Paris Gare de Lyon,24,230,GTFS_TGV
87741009,87741306,Chambéry - Challes-les-Eaux,Saint-Avre - La Chambre,24,37,GTFS_TGV
87575142,87324095,Châtellerault,Futuroscope,24,13,GTFS_TGV
87147322,87113001,Meuse TGV,Paris Est,24,60,GTFS_TGV
87324095,87575001,Futuroscope,Poitiers,24,9,GTFS_TGV
87484006,87487603,Angers Saint-Laud,Saumur,23,21,GTFS_TGV
87487603,87571240,Saumur,Saint-Pierre-des-Corps,23,33,GTFS_TGV
87745646,87745679,Thonon-les-Bains,Évian-les-Bains,23,8,GTFS_TGV
87745497,87745646,Annemasse,Thonon-les-Bains,23,31,GTFS_TGV
87476606,87476002,Vannes,Lorient Bretagne Sud,22,24,GTFS_TGV
87481002,87391003,Nantes,Paris Montparnasse,21,122,GTFS_TGV
87396408,87391003,Sablé-sur-Sarthe,Paris Montparnasse,21,72,GTFS_TGV
87755009,87318964,Toulon,Avignon TGV,20,67,GTFS_TGV
87745679,87745646,Évian-les-Bains,Thonon-les-Bains,20,9,GTFS_TGV
87745646,87745497,Thonon-les-Bains,Annemasse,20,24,GTFS_TGV
87481762,87481754,Le Pouliguen,La Baule-Escoublac,20,4,GTFS_TGV
87481754,87481747,La Baule-Escoublac,Pornichet,20,4,GTFS_TGV
87111849,87396002,Marne-la-Vallée Chessy,Le Mans,20,196,GTFS_TGV
87713040,87713131,Dijon,Montbard,20,38,GTFS_TGV
87342014,87345009,Arras,Douai,20,15,GTFS_TGV
87686006,87713040,Paris Gare de Lyon,Dijon,20,96,GTFS_TGV
87481762,87481788,Le Pouliguen,Le Croisic,20,6,GTFS_TGV
87481705,87481747,Saint-Nazaire,Pornichet,20,10,GTFS_TGV
87481754,87481762,La Baule-Escoublac,Le Pouliguen,20,3,GTFS_TGV
87481788,87481762,Le Croisic,Le Pouliguen,20,5,GTFS_TGV
87481747,87481754,Pornichet,La Baule-Escoublac,20,4,GTFS_TGV
87393702,87575001,Massy TGV,Poitiers,20,82,GTFS_TGV
87345009,87286005,Douai,Lille Flandres,20,21,GTFS_TGV
87481747,87481705,Pornichet,Saint-Nazaire,20,10,GTFS_TGV
87726000,87723197,Saint-Étienne Châteaucreux,Lyon Part Dieu,19,45,GTFS_TGV
87223263,87342014,Lille Europe,Arras,19,22,GTFS_TGV
87324095,87575142,Futuroscope,Châtellerault,19,12,GTFS_TGV
87575001,87324095,Poitiers,Futuroscope,19,8,GTFS_TGV
87586008,87611004,Agen,Toulouse Matabiau,19,70,GTFS_TGV
87713131,87686006,Montbard,Paris Gare de Lyon,19,66,GTFS_TGV
87694109,87725705,Le Creusot - Montceau-les-Mines - Montchanin TGV,Mâcon Loché TGV,19,18,GTFS_TGV
87396002,87111849,Le Mans,Marne-la-Vallée Chessy,19,175,GTFS_TGV
87393702,87741009,Massy TGV,Chambéry - Challes-les-Eaux,18,204,GTFS_TGV
87474239,87474007,Landerneau,Brest,18,14,GTFS_TGV
87485300,87571240,Niort,Saint-Pierre-des-Corps,18,64,GTFS_TGV
87713040,87686006,Dijon,Paris Gare de Lyon,17,99,GTFS_TGV
87485003,87485300,La Rochelle,Niort,17,34,GTFS_TGV
87611004,87581009,Toulouse Matabiau,Bordeaux Saint-Jean,17,143,GTFS_TGV
87172270,87172007,Rethel,Charleville-Mézières,17,28,GTFS_TGV
87215012,87212225,Sarrebourg,Saverne,17,16,GTFS_TGV
87673202,87672006,Dax,Pau,17,47,GTFS_TGV
87212225,87212027,Saverne,Strasbourg,17,26,GTFS_TGV
87172270,87171009,Rethel,Reims,17,21,GTFS_TGV
87474338,87474239,Morlaix,Landerneau,17,22,GTFS_TGV
87474007,87474239,Brest,Landerneau,17,11,GTFS_TGV
87753657,87765008,Arles,Avignon Centre,17,17,GTFS_TGV
87753004,87753657,Miramas,Arles,17,21,GTFS_TGV
87474239,87474338,Landerneau,Morlaix,17,21,GTFS_TGV
87391003,87473009,Paris Montparnasse,Saint-Brieuc,16,166,GTFS_TGV
87396002,87396408,Le Mans,Sablé-sur-Sarthe,16,19,GTFS_TGV
87686006,87741306,Paris Gare de Lyon,Saint-Avre - La Chambre,16,230,GTFS_TGV
87286005,87342014,Lille Flandres,Arras,16,25,GTFS_TGV
87141002,87144006,Nancy,Épinal,15,41,GTFS_TGV
87725705,87723197,Mâcon Loché TGV,Lyon Part Dieu,15,26,GTFS_TGV
87686006,87745497,Paris Gare de Lyon,Annemasse,15,223,GTFS_TGV
87757526,87755447,Saint-Raphaël Valescure,Les Arcs - Draguignan,15,14,GTFS_TGV
87144006,87144451,Épinal,Remiremont,15,22,GTFS_TGV
87571240,87485300,Saint-Pierre-des-Corps,Niort,14,63,GTFS_TGV
87471003,87471508,Rennes,Vitré,13,23,GTFS_TGV
87686006,87319012,Paris Gare de Lyon,Aix-en-Provence TGV,13,176,GTFS_TGV
87476606,87391003,Vannes,Paris Montparnasse,13,154,GTFS_TGV
87141002,87215012,Nancy,Sarrebourg,13,39,GTFS_TGV
87471508,87478404,Vitré,Laval,13,17,GTFS_TGV
87141002,87171926,Nancy,Champagne-Ardenne TGV,13,53,GTFS_TGV
87192039,87171926,Metz,Champagne-Ardenne TGV,13,48,GTFS_TGV
87391003,87476606,Paris Montparnasse,Vannes,12,148,GTFS_TGV
87212027,87182014,Strasbourg,Colmar,12,31,GTFS_TGV
87171926,87212027,Champagne-Ardenne TGV,Strasbourg,12,71,GTFS_TGV
87111849,87741009,Marne-la-Vallée Chessy,Chambéry - Challes-les-Eaux,12,176,GTFS_TGV
87171926,87141002,Champagne-Ardenne TGV,Nancy,12,55,GTFS_TGV
87172254,87172007,Sedan,Charleville-Mézières,12,15,GTFS_TGV
87319012,87755009,Aix-en-Provence TGV,Toulon,12,50,GTFS_TGV
87755629,87755009,Hyères,Toulon,12,13,GTFS_TGV
87393579,87396002,Massy - Palaiseau,Le Mans,11,127,GTFS_TGV
87214056,87182014,Sélestat,Colmar,11,11,GTFS_TGV
87755447,87757625,Les Arcs - Draguignan,Cannes,11,40,GTFS_TGV
87755009,87755447,Toulon,Les Arcs - Draguignan,11,38,GTFS_TGV
87212027,87214056,Strasbourg,Sélestat,11,19,GTFS_TGV
87393702,87484006,Massy TGV,Angers Saint-Laud,11,97,GTFS_TGV
87485300,87391003,Niort,Paris Montparnasse,11,116,GTFS_TGV
87723197,87393579,Lyon Part Dieu,Massy - Palaiseau,11,160,GTFS_TGV
87171009,87172270,Reims,Rethel,10,20,GTFS_TGV
87741009,87111849,Chambéry - Challes-les-Eaux,Marne-la-Vallée Chessy,10,171,GTFS_TGV
87757625,87755447,Cannes,Les Arcs - Draguignan,10,37,GTFS_TGV
87182014,87212027,Colmar,Strasbourg,10,28,GTFS_TGV
87144451,87144006,Remiremont,Épinal,10,21,GTFS_TGV
87144006,87141002,Épinal,Nancy,10,43,GTFS_TGV
87214056,87212027,Sélestat,Strasbourg,10,21,GTFS_TGV
87473009,87474338,Saint-Brieuc,Morlaix,10,40,GTFS_TGV
87182014,87214056,Colmar,Sélestat,10,11,GTFS_TGV
87171926,87174003,Champagne-Ardenne TGV,Châlons-en-Champagne,9,22,GTFS_TGV
87471003,87478107,Rennes,Saint-Malo,9,46,GTFS_TGV
87571240,87111849,Saint-Pierre-des-Corps,Marne-la-Vallée Chessy,9,129,GTFS_TGV
87212027,87171926,Strasbourg,Champagne-Ardenne TGV,9,69,GTFS_TGV
87694109,87111849,Le Creusot - Montceau-les-Mines - Montchanin TGV,Marne-la-Vallée Chessy,9,72,GTFS_TGV
87484006,87571240,Angers Saint-Laud,Saint-Pierre-des-Corps,9,48,GTFS_TGV
87763029,87391003,Valence TGV Rhône-Alpes Sud,Paris Montparnasse,9,169,GTFS_TGV
87318964,87763029,Avignon TGV,Valence TGV Rhône-Alpes Sud,9,34,GTFS_TGV
87393579,87723197,Massy - Palaiseau,Lyon Part Dieu,9,149,GTFS_TGV
87396002,87393579,Le Mans,Massy - Palaiseau,9,142,GTFS_TGV
87393009,87396002,Versailles Chantiers,Le Mans,8,110,GTFS_TGV
87396002,87393009,Le Mans,Versailles Chantiers,8,112,GTFS_TGV
87745497,87686006,Annemasse,Paris Gare de Lyon,8,231,GTFS_TGV
87393009,87723197,Versailles Chantiers,Lyon Part Dieu,8,174,GTFS_TGV
87192039,87147322,Metz,Meuse TGV,8,27,GTFS_TGV
87174003,87174276,Châlons-en-Champagne,Vitry-le-François,8,16,GTFS_TGV
87172007,87172254,Charleville-Mézières,Sedan,8,16,GTFS_TGV
87171926,87192039,Champagne-Ardenne TGV,Metz,8,49,GTFS_TGV
87571240,87487603,Saint-Pierre-des-Corps,Saumur,8,31,GTFS_TGV
87142109,87113001,Lorraine TGV,Paris Est,8,75,GTFS_TGV
87174276,87175042,Vitry-le-François,Bar-le-Duc,8,24,GTFS_TGV
87318964,87755009,Avignon TGV,Toulon,8,66,GTFS_TGV
87111849,87571240,Marne-la-Vallée Chessy,Saint-Pierre-des-Corps,8,128,GTFS_TGV
87713131,87713040,Montbard,Dijon,8,35,GTFS_TGV
87686006,87713131,Paris Gare de Lyon,Montbard,8,62,GTFS_TGV
87487603,87484006,Saumur,Angers Saint-Laud,8,21,GTFS_TGV
87755009,87755629,Toulon,Hyères,8,16,GTFS_TGV
87725705,87111849,Mâcon Loché TGV,Marne-la-Vallée Chessy,7,86,GTFS_TGV
87481002,87471003,Nantes,Rennes,7,79,GTFS_TGV
87484006,87393702,Angers Saint-Laud,Massy TGV,7,83,GTFS_TGV
87212225,87215012,Saverne,Sarrebourg,7,15,GTFS_TGV
87581009,87571216,Bordeaux Saint-Jean,Vendôme - Villiers-sur-Loir TGV,7,89,GTFS_TGV
87141002,87141150,Nancy,Lunéville,7,17,GTFS_TGV
87212027,87212225,Strasbourg,Saverne,7,22,GTFS_TGV
87686006,87747006,Paris Gare de Lyon,Grenoble,7,183,GTFS_TGV
87484006,87481192,Angers Saint-Laud,Ancenis,7,21,GTFS_TGV
87481192,87481002,Ancenis,Nantes,7,18,GTFS_TGV
87111849,87725705,Marne-la-Vallée Chessy,Mâcon Loché TGV,6,86,GTFS_TGV
87481002,87481192,Nantes,Ancenis,6,19,GTFS_TGV
87396408,87396002,Sablé-sur-Sarthe,Le Mans,6,20,GTFS_TGV
87575001,87575142,Poitiers,Châtellerault,6,16,GTFS_TGV
87473223,87473207,Lannion,Guingamp,6,27,GTFS_TGV
87761007,87686006,Valence,Paris Gare de Lyon,6,163,GTFS_TGV
87319012,87686006,Aix-en-Provence TGV,Paris Gare de Lyon,6,182,GTFS_TGV
87747006,87686006,Grenoble,Paris Gare de Lyon,6,194,GTFS_TGV
87575001,87393702,Poitiers,Massy TGV,6,80,GTFS_TGV
87481192,87484006,Ancenis,Angers Saint-Laud,6,27,GTFS_TGV
87391003,87471300,Paris Montparnasse,Redon,5,127,GTFS_TGV
87391003,87763029,Paris Montparnasse,Valence TGV Rhône-Alpes Sud,5,165,GTFS_TGV
87686006,87761007,Paris Gare de Lyon,Valence,5,148,GTFS_TGV
87473009,87391003,Saint-Brieuc,Paris Montparnasse,5,135,GTFS_TGV
87481002,87471300,Nantes,Redon,5,42,GTFS_TGV
87723197,87393009,Lyon Part Dieu,Versailles Chantiers,5,170,GTFS_TGV
87546192,87393009,Pont de Rungis Aéroport d'Orly,Versailles Chantiers,5,24,GTFS_TGV
87473207,87473223,Guingamp,Lannion,5,29,GTFS_TGV
87686006,87746370,Paris Gare de Lyon,Cluses,4,315,GTFS_TGV
87391003,87485300,Paris Montparnasse,Niort,4,118,GTFS_TGV
87141150,87141002,Lunéville,Nancy,4,19,GTFS_TGV
87741132,87725705,Aix-les-Bains le Revard,Mâcon Loché TGV,4,88,GTFS_TGV
87111849,87762906,Marne-la-Vallée Chessy,Lyon Saint-Exupéry TGV,4,105,GTFS_TGV
87141150,87215012,Lunéville,Sarrebourg,4,24,GTFS_TGV
87215012,87141002,Sarrebourg,Nancy,4,40,GTFS_TGV
87755009,87319012,Toulon,Aix-en-Provence TGV,4,53,GTFS_TGV
87703975,87723197,Nîmes Pont du Gard,Lyon Part Dieu,4,77,GTFS_TGV
87212027,87147322,Strasbourg,Meuse TGV,4,49,GTFS_TGV
87391003,87485490,Paris Montparnasse,Saint-Maixent-L'École,4,105,GTFS_TGV
87725705,87722025,Mâcon Loché TGV,Lyon Perrache,4,40,GTFS_TGV
87471300,87481002,Redon,Nantes,4,43,GTFS_TGV
87725705,87741132,Mâcon Loché TGV,Aix-les-Bains le Revard,4,99,GTFS_TGV
87746008,87741009,Annecy,Chambéry - Challes-les-Eaux,4,54,GTFS_TGV
87342014,87286005,Arras,Lille Flandres,4,26,GTFS_TGV
87723197,87747006,Lyon Part Dieu,Grenoble,4,77,GTFS_TGV
87396002,87481002,Le Mans,Nantes,3,121,GTFS_TGV
87741009,87746008,Chambéry - Challes-les-Eaux,Annecy,3,44,GTFS_TGV
87111849,87545244,Marne-la-Vallée Chessy,Juvisy-sur-Orge,3,29,GTFS_TGV
87147322,87212027,Meuse TGV,Strasbourg,3,51,GTFS_TGV
87545244,87393009,Juvisy-sur-Orge,Versailles Chantiers,3,42,GTFS_TGV
87471300,87391003,Redon,Paris Montparnasse,3,137,GTFS_TGV
87473181,87473223,Plouaret Trégor,Lannion,3,16,GTFS_TGV
87762906,87111849,Lyon Saint-Exupéry TGV,Marne-la-Vallée Chessy,3,106,GTFS_TGV
87141150,87144014,Lunéville,Saint-Dié-des-Vosges,3,34,GTFS_TGV
87171926,87171009,Champagne-Ardenne TGV,Reims,3,8,GTFS_TGV
87694109,87546192,Le Creusot - Montceau-les-Mines - Montchanin TGV,Pont de Rungis Aéroport d'Orly,3,85,GTFS_TGV
87725705,87694109,Mâcon Loché TGV,Le Creusot - Montceau-les-Mines - Montchanin TGV,3,19,GTFS_TGV
87723197,87725705,Lyon Part Dieu,Mâcon Loché TGV,3,26,GTFS_TGV
87111849,87694109,Marne-la-Vallée Chessy,Le Creusot - Montceau-les-Mines - Montchanin TGV,2,72,GTFS_TGV
87723197,87546192,Lyon Part Dieu,Pont de Rungis Aéroport d'Orly,2,113,GTFS_TGV
87741009,87393009,Chambéry - Challes-les-Eaux,Versailles Chantiers,2,219,GTFS_TGV
87481002,87396002,Nantes,Le Mans,2,119,GTFS_TGV
87411017,87413013,Rouen Rive Droite,Le Havre,2,48,GTFS_TGV
87393009,87411017,Versailles Chantiers,Rouen Rive Droite,2,76,GTFS_TGV
87393702,87746370,Massy TGV,Cluses,2,334,GTFS_TGV
87746370,87393702,Cluses,Massy TGV,2,334,GTFS_TGV
87471003,87481002,Rennes,Nantes,2,75,GTFS_TGV
87747006,87723197,Grenoble,Lyon Part Dieu,2,83,GTFS_TGV
87471003,87476002,Rennes,Lorient Bretagne Sud,2,80,GTFS_TGV
87751008,87318964,Marseille Saint-Charles,Avignon TGV,2,27,GTFS_TGV
87393009,87741009,Versailles Chantiers,Chambéry - Challes-les-Eaux,2,255,GTFS_TGV
87751081,87755009,Marseille Blancarde,Toulon,2,38,GTFS_TGV
87686006,87755009,Paris Gare de Lyon,Toulon,2,229,GTFS_TGV
87762906,87763029,Lyon Saint-Exupéry TGV,Valence TGV Rhône-Alpes Sud,2,24,GTFS_TGV
87757625,87756056,Cannes,Nice,2,34,GTFS_TGV
87271494,87318964,Aéroport Charles de Gaulle 2 TGV,Avignon TGV,2,162,GTFS_TGV
87319012,87751081,Aix-en-Provence TGV,Marseille Blancarde,2,14,GTFS_TGV
87172007,87172262,Charleville-Mézières,Amagne - Lucquy,2,22,GTFS_TGV
87411017,87393009,Rouen Rive Droite,Versailles Chantiers,2,82,GTFS_TGV
87775007,87686006,Nîmes,Paris Gare de Lyon,2,178,GTFS_TGV
87141002,87144014,Nancy,Saint-Dié-des-Vosges,2,49,GTFS_TGV
87215012,87141150,Sarrebourg,Lunéville,2,24,GTFS_TGV
87111849,87763029,Marne-la-Vallée Chessy,Valence TGV Rhône-Alpes Sud,2,126,GTFS_TGV
87144014,87141150,Saint-Dié-des-Vosges,Lunéville,2,32,GTFS_TGV
87763029,87765107,Valence TGV Rhône-Alpes Sud,Orange,2,32,GTFS_TGV
87751008,87271494,Marseille Saint-Charles,Aéroport Charles de Gaulle 2 TGV,2,178,GTFS_TGV
87781005,87688887,Béziers,Montpellier Sud de France,2,46,GTFS_TGV
87413013,87411017,Le Havre,Rouen Rive Droite,2,42,GTFS_TGV
87300863,87718007,Besançon Franche-Comté TGV,Besançon Viotte,1,10,GTFS_TGV
87713131,87111849,Montbard,Marne-la-Vallée Chessy,1,52,GTFS_TGV
87575001,87581009,Poitiers,Bordeaux Saint-Jean,1,61,GTFS_TGV
87746370,87686006,Cluses,Paris Gare de Lyon,1,340,GTFS_TGV
87575001,87571216,Poitiers,Vendôme - Villiers-sur-Loir TGV,1,51,GTFS_TGV
87713040,87111849,Dijon,Marne-la-Vallée Chessy,1,88,GTFS_TGV
87174003,87171926,Châlons-en-Champagne,Champagne-Ardenne TGV,1,19,GTFS_TGV
87571216,87575001,Vendôme - Villiers-sur-Loir TGV,Poitiers,1,46,GTFS_TGV
87111849,87318964,Marne-la-Vallée Chessy,Avignon TGV,1,155,GTFS_TGV
87171009,87172007,Reims,Charleville-Mézières,1,80,GTFS_TGV
87271494,87723197,Aéroport Charles de Gaulle 2 TGV,Lyon Part Dieu,1,122,GTFS_TGV
87318964,87391003,Avignon TGV,Paris Montparnasse,1,206,GTFS_TGV
87113001,87142109,Paris Est,Lorraine TGV,1,74,GTFS_TGV
87144014,87141002,Saint-Dié-des-Vosges,Nancy,1,54,GTFS_TGV
87174276,87174003,Vitry-le-François,Châlons-en-Champagne,1,16,GTFS_TGV
87175042,87174276,Bar-le-Duc,Vitry-le-François,1,23,GTFS_TGV
87215012,87192039,Sarrebourg,Metz,1,46,GTFS_TGV
87474007,87473207,Brest,Guingamp,1,56,GTFS_TGV
87474338,87473009,Morlaix,Saint-Brieuc,1,43,GTFS_TGV
87473009,87474239,Saint-Brieuc,Landerneau,1,59,GTFS_TGV
87703975,87761007,Nîmes Pont du Gard,Valence,1,120,GTFS_TGV
87761007,87703975,Valence,Nîmes Pont du Gard,1,89,GTFS_TGV
87723197,87761007,Lyon Part Dieu,Valence,1,45,GTFS_TGV
87781005,87773002,Béziers,Montpellier Saint-Roch,1,48,GTFS_TGV
87723197,87319012,Lyon Part Dieu,Aix-en-Provence TGV,1,127,GTFS_TGV
87391003,87318964,Paris Montparnasse,Avignon TGV,1,199,GTFS_TGV
87396002,87741645,Le Mans,Albertville,1,539,GTFS_TGV
87751081,87751602,Marseille Blancarde,L'Estaque,1,7,GTFS_TGV
