station_name_normalized,station_name,uic_code
rive-de-gier,Rive-de-Gier,87726331
rives,Rives,87747246
rivesaltes,Rivesaltes,87784173
rixheim,Rixheim,87182071
roanne,Roanne,87726802
rocamadour - padirac,Rocamadour - Padirac,87613042
roche-lez-beaupre,Roche-lez-Beaupré,87718403
rochefort,Rochefort,87485144
rochy-conde,Rochy-Condé,87313601
rodez,Rodez,87613422
roeschwoog,Roeschwoog,87212407
rux,Rœux,87342089
rognac,Rognac,87753251
roissy-en-brie,Roissy-en-Brie,87116038
romaneche-thorins,Romanèche-Thorins,87725739
romans - bourg-de-peage,Romans - Bourg-de-Péage,87761650
rombas - clouange,Rombas - Clouange,87191734
romilly-la-puthenaye,Romilly-la-Puthenaye,87387175
romilly-sur-seine,Romilly-sur-Seine,87118158
romorantin-lanthenay,Romorantin-Lanthenay,87576025
ronchamp,Ronchamp,87185314
ronchin,Ronchin,87286534
roppenheim,Roppenheim,87212415
roquebrune-cap-martin,Roquebrune-Cap-Martin,87756460
roqueseriere - buzet,Roquesérière - Buzet,87615351
rosa parks,Rosa Parks,87654798
rosheim,Rosheim,87214320
rosieres-aux-salines,Rosières-aux-Salines,87141127
rosieres-en-santerre,Rosières-en-Santerre,87313460
rosny bois perrier,Rosny Bois Perrier,87113696
rosny-sous-bois,Rosny-sous-Bois,87113704
rosny-sur-seine,Rosny-sur-Seine,87415885
rosporden,Rosporden,87474155
rosult,Rosult,87286567
rothau,Rothau,87214726
roubaix,Roubaix,87286732
rouen rive droite,Rouen Rive Droite,87411017
rouffach,Rouffach,87182337
rougemont chanteloup,Rougemont Chanteloup,87431791
rouille,Rouillé,87485532
rountzenheim,Rountzenheim,87212373
royan,Royan,87491803
royat - chamalieres,Royat - Chamalières,87734038
rue,Rue,87317404
ruffec,Ruffec,87583849
ruffey-les-echirey,Ruffey-lès-Echirey,87713826
rully,Rully,87712026
rumilly,Rumilly,87746149
ruminghem,Ruminghem,87287300
rungis la fraternelle,Rungis La Fraternelle,87546291
russ hersbach,Russ Hersbach,87214684
saales,Saales,87214783
sable-sur-sarthe,Sablé-sur-Sarthe,87396408
saillagouse,Saillagouse,87784835
saillans,Saillans,87761817
saillat - chassenon,Saillat - Chassenon,87592717
sain-bel,Sain-Bel,87721605
saincaize-meauce,Saincaize-Meauce,87696260
sains-du-nord,Sains-du-Nord,87295709
saint-agnan,Saint-Agnan,87694851
saint-agne,Saint-Agne,87611301
saint-aignan - noyers,Saint-Aignan - Noyers,87574897
saint-aigulin - la roche-chalais,Saint-Aigulin - La Roche-Chalais,87584540
saint-amand-les-eaux,Saint-Amand-les-Eaux,87343103
saint-amand-longpre,Saint-Amand-Longpré,87574640
saint-amand-montrond - orval,Saint-Amand-Montrond - Orval,87576322
saint-amarin,Saint-Amarin,87182600
saint-amour,Saint-Amour,87718296
saint-andre-de-corcy,Saint-André-de-Corcy,87723734
saint-andre-de-cubzac,Saint-André-de-Cubzac,87491241
saint-andre-le-gaz,Saint-André-le-Gaz,87723494
saint-andre-lez-lille,Saint-André-lez-Lille,87286195
saint-antoine,Saint-Antoine,87751826
saint-antoine-de-breuilh,Saint-Antoine-de-Breuilh,87584201
saint-antoine-du-rocher,Saint-Antoine-du-Rocher,87571539
saint-armel,Saint-Armel,87471318
saint-astier,Saint-Astier,87595249
saint-aubin - saint-luperce,Saint-Aubin - Saint-Luperce,87394213
saint-aubin-sur-scie,Saint-Aubin-sur-Scie,87415125
saint-aulaire,Saint-Aulaire,87594622
saint-aunes,Saint-Aunès,87773465
saint-avold,Saint-Avold,87193318
saint-avre - la chambre,Saint-Avre - La Chambre,87741306
saint-ay,Saint-Ay,87574129
saint-beron - la bridoire,Saint-Béron - La Bridoire,87741454
saint-blaise-la-roche poutay,Saint-Blaise-la-Roche Poutay,87214742
saint-bonnet-de-rochefort,Saint-Bonnet-de-Rochefort,87641076
saint-brice-sur-vienne,Saint-Brice-sur-Vienne,87592691
saint-brieuc,Saint-Brieuc,87473009
saint-cesaire,Saint-Césaire,87775072
saint-chamas,Saint-Chamas,87753202
saint-chamond,Saint-Chamond,87726307
saint-chely-d'apcher,Saint-Chély-d'Apcher,87783241
saint-cheron,Saint-Chéron,87545509
saint-christophe-vallon,Saint-Christophe-Vallon,87613257
saint-clair - les roches,Saint-Clair - Les Roches,87722652
saint-claude,Saint-Claude,87743633
saint-clement - laronxe,Saint-Clément - Laronxe,87141374
saint-cloud,Saint-Cloud,87382358
saint-cyprien,Saint-Cyprien,87595777
saint-cyprien arenes,Saint-Cyprien Arènes,87446179
saint-cyr les lecques - la cadiere,Saint-Cyr Les Lecques - La Cadière,87755215
saint-cyr-en-val la source,Saint-Cyr-en-Val La Source,87543116
saint-cyr-l'ecole,Saint-Cyr-l'École,87393223
saint-denis,Saint-Denis,87271015
saint-denis-de-pile,Saint-Denis-de-Pile,87584508
saint-denis-des-murs,Saint-Denis-des-Murs,87592097
saint-denis-les-martel,Saint-Denis-lès-Martel,87594572
saint-die-des-vosges,Saint-Dié-des-Vosges,87144014
saint-dizier,Saint-Dizier,87175000
saint-egreve saint-robert,Saint-Égrève Saint-Robert,87747352
saint-emilion,Saint-Émilion,87584102
saint-erme-outre-et-ramecourt,Saint-Erme-Outre-et-Ramecourt,87171751
saint-etienne bellevue,Saint-Étienne Bellevue,87726190
saint-etienne carnot,Saint-Étienne Carnot,87726901
saint-etienne chateaucreux,Saint-Étienne Châteaucreux,87726000
saint-etienne la terrasse,Saint-Étienne La Terrasse,87726158
saint-etienne le clapier,Saint-Étienne Le Clapier,87726174
saint-etienne-de-montluc,Saint-Étienne-de-Montluc,87481812
saint-etienne-du-rouvray,Saint-Étienne-du-Rouvray,87411215
saint-fargeau-ponthierry,Saint-Fargeau-Ponthierry,87682542
saint-feliu-d'avall,Saint-Féliu-d'Avall,87784520
saint-florent-sur-cher,Saint-Florent-sur-Cher,87576272
saint-florentin - vergigny,Saint-Florentin - Vergigny,87683318
saint-flour - chaudes-aigues,Saint-Flour - Chaudes-Aigues,87783175
saint-fons,Saint-Fons,87728501
saint-gaudens,Saint-Gaudens,87611137
saint-genies-de-malgoires,Saint-Geniès-de-Malgoirès,87775361
saint-genouph,Saint-Genouph,87571851
saint-georges-d'aurac,Saint-Georges-d'Aurac,87734301
saint-georges-de-commiers,Saint-Georges-de-Commiers,87747568
saint-georges-de-luzenon,Saint-Georges-de-Luzençon,87783423
saint-georges-de-reneins,Saint-Georges-de-Reneins,87721340
saint-geours-de-maremne,Saint-Geours-de-Maremne,87673269
saint-germain-au-mont-d'or,Saint-Germain-au-Mont-d'Or,87721282
saint-germain-des-fosses,Saint-Germain-des-Fossés,87732206
saint-germain-du-puy,Saint-Germain-du-Puy,87576405
saint-germain-les-belles,Saint-Germain-les-Belles,87592287
saint-germain-sur-ille,Saint-Germain-sur-Ille,87478016
saint-gervais-les-bains le fayet,Saint-Gervais-les-Bains Le Fayet,87746479
saint-gildas-des-bois,Saint-Gildas-des-Bois,87476762
saint-gilles lycee haut-rhin,Saint-Gilles Lycée Haut-Rhin,87181552
saint-gilles-croix-de-vie,Saint-Gilles-Croix-de-Vie,87486571
saint-gratien,Saint-Gratien,87276170
saint-hilaire - brizambourg,Saint-Hilaire - Brizambourg,87491324
saint-hilaire - saint-nazaire,Saint-Hilaire - Saint-Nazaire,87761684
saint-hilaire-de-chaleons,Saint-Hilaire-de-Chaléons,87481234
saint-hilaire-de-riez,Saint-Hilaire-de-Riez,87486563
saint-hilaire-sur-helpe,Saint-Hilaire-sur-Helpe,87297531
saint-jacques-de-la-lande,Saint-Jacques-de-la-Lande,87471052
saint-jean-d'angely,Saint-Jean-d'Angély,87491357
saint-jean-de-losne,Saint-Jean-de-Losne,87713651
saint-jean-de-luz - ciboure,Saint-Jean-de-Luz - Ciboure,87677120
saint-jean-de-maurienne arvan,Saint-Jean-de-Maurienne Arvan,87742320
saint-jean-de-verges,Saint-Jean-de-Verges,87611624
saint-jean-pied-de-port,Saint-Jean-Pied-de-Port,87673723
saint-jodard,Saint-Jodard,87726851
saint-jory,Saint-Jory,87611657
saint-joseph le castellas,Saint-Joseph le Castellas,87759316
saint-julien - clenay,Saint-Julien - Clénay,87713834
saint-julien-du-sault,Saint-Julien-du-Sault,87683227
saint-julien-en-genevois,Saint-Julien-en-Genevois,87745430
saint-junien,Saint-Junien,87592709
saint-just-en-chaussee,Saint-Just-en-Chaussée,87313270
saint-laurent - gainneville,Saint-Laurent - Gainneville,87413310
saint-laurent-d'aigouze,Saint-Laurent-d'Aigouze,87775841
saint-laurent-de-la-pree - fouras,Saint-Laurent-de-la-Prée - Fouras,87485136
saint-laurent-du-var,Saint-Laurent-du-Var,87756346
saint-laurent-en-grandvaux,Saint-Laurent-en-Grandvaux,87715417
saint-leger-sur-dheune,Saint-Léger-sur-Dheune,87694364
saint-leon-sur-l'isle,Saint-Léon-sur-l'Isle,87595264
saint-leonard-de-noblat,Saint-Léonard-de-Noblat,87592071
saint-leu-d'esserent,Saint-Leu-d'Esserent,87276402
saint-leu-la-foret,Saint-Leu-la-Forêt,87276600
saint-lo,Saint-Lô,87447003
saint-lothain,Saint-Lothain,87718197
saint-loubes,Saint-Loubès,87584730
saint-louis,Saint-Louis,87182139
saint-louis la chaussee,Saint-Louis La Chaussée,87181016
saint-macaire,Saint-Macaire,87582825
saint-maixent-l'ecole,Saint-Maixent-L'École,87485490
saint-malo,Saint-Malo,87478107
saint-mammes,Saint-Mammès,87682294
saint-marcel,Saint-Marcel,87751701
saint-marcel en dombes,Saint-Marcel en Dombes,87723742
saint-marcellin,Saint-Marcellin,87761718
saint-mariens - saint-yzan,Saint-Mariens - Saint-Yzan,87491209
saint-mars-la-briere,Saint-Mars-la-Brière,87396283
saint-martin d'etampes,Saint-Martin d'Étampes,87545350
saint-martin du touch,Saint-Martin du Touch,87353599
saint-martin-d'oney,Saint-Martin-d'Oney,87671495
saint-martin-de-crau,Saint-Martin-de-Crau,87753681
saint-martin-du-mont,Saint-Martin-du-Mont,87743112
saint-martin-le-beau,Saint-Martin-le-Beau,87574459
saint-martory,Saint-Martory,87611103
saint-mathurin-sur-loire,Saint-Mathurin-sur-Loire,87487892
saint-maurice-de-beynost,Saint-Maurice-de-Beynost,87723536
saint-medard-d'eyrans,Saint-Médard-d'Eyrans,87582692
saint-medard-de-guizieres,Saint-Médard-de-Guizières,87584607
saint-medard-sur-ille,Saint-Médard-sur-Ille,87478024
saint-michel - valloire,Saint-Michel - Valloire,87742361
saint-michel notre-dame,Saint-Michel Notre-Dame,87547315
saint-michel-sur-meurthe,Saint-Michel-sur-Meurthe,87144683
saint-michel-sur-orge,Saint-Michel-sur-Orge,87545202
saint-nabord,Saint-Nabord,87146217
saint-nazaire,Saint-Nazaire,87481705
saint-nom-la-breteche foret de marly,Saint-Nom-la-Bretèche Forêt de Marly,87382481
saint-nom-la-breteche foret de marly t13,Saint-Nom-la-Bretèche Forêt de Marly T13,87733071
saint-omer,Saint-Omer,87281444
saint-omer-en-chaussee,Saint-Omer-en-Chaussée,87313718
saint-ouen,Saint-Ouen,87271247
saint-ouen-l'aumone,Saint-Ouen-l'Aumône,87276105
saint-ouen-l'aumone liesse,Saint-Ouen-l'Aumône Liesse,87337980
saint-ouen-l'aumone quartier de l'eglise,Saint-Ouen-l'Aumône Quartier de l'Église,87381426
saint-paterne-racan,Saint-Paterne-Racan,87571554
saint-patrice,Saint-Patrice,87571810
saint-paul-de-varax,Saint-Paul-de-Varax,87723783
saint-pe-de-bigorre,Saint-Pé-de-Bigorre,87671362
saint-peray,Saint-Péray,87761494
saint-piat,Saint-Piat,87394148
saint-pierre-d'albigny,Saint-Pierre-d'Albigny,87741223
saint-pierre-d'aurillac,Saint-Pierre-d'Aurillac,87582833
saint-pierre-de-chignac,Saint-Pierre-de-Chignac,87595520
saint-pierre-des-corps,Saint-Pierre-des-Corps,87571240
saint-pierre-en-faucigny,Saint-Pierre-en-Faucigny,87746313
saint-pierre-la-cour,Saint-Pierre-la-Cour,87478768
saint-pierre-le-moutier,Saint-Pierre-le-Moûtier,87696294
saint-pierre-quiberon,Saint-Pierre-Quiberon,87476440
saint-pierre-sur-dives,Saint-Pierre-sur-Dives,87444216
saint-pol-sur-ternoise,Saint-Pol-sur-Ternoise,87342337
saint-priest,Saint-Priest,87723353
saint-priest-taurion,Saint-Priest-Taurion,87592055
saint-quentin,Saint-Quentin,87296004
saint-quentin en yvelines - montigny-le-bretonneux,Saint-Quentin en Yvelines - Montigny-le-Bretonneux,87393843
saint-quentin-fallavier,Saint-Quentin-Fallavier,87723387
saint-rambert-d'albon,Saint-Rambert-d'Albon,87761106
saint-rambert-en-bugey,Saint-Rambert-en-Bugey,87743740
saint-raphael valescure,Saint-Raphaël Valescure,87757526
saint-remy-en-l'eau,Saint-Remy-en-l'Eau,87313288
saint-roch,Saint-Roch,87313080
saint-romain-de-popey,Saint-Romain-de-Popey,87721456
saint-romain-le-puy,Saint-Romain-le-Puy,87726430
saint-rome-de-cernon,Saint-Rome-de-Cernon,87783431
saint-saturnin-les-avignon,Saint-Saturnin-lès-Avignon,87765438
saint-savinien,Saint-Savinien,87491035
saint-saviol,Saint-Saviol,87575365
saint-sebastien,Saint-Sébastien,87592493
saint-sebastien frene rond,Saint-Sébastien Frêne Rond,87354597
saint-sebastien pas enchantes,Saint-Sébastien Pas Enchantés,87354589
saint-senoux - plechatel,Saint-Senoux - Pléchâtel,87471169
saint-seurin-sur-l'isle,Saint-Seurin-sur-l'Isle,87584615
saint-sulpice - auteuil,Saint-Sulpice - Auteuil,87313684
saint-sulpice - izon,Saint-Sulpice - Izon,87584722
saint-sulpice tarn,Saint-Sulpice (Tarn),87615344
saint-sulpice-lauriere,Saint-Sulpice-Laurière,87592345
saint-symphorien-de-marmagne,Saint-Symphorien-de-Marmagne,87694174
saint-thegonnec,Saint-Thégonnec,87474312
saint-vallier sur rhone,Saint-Vallier sur Rhône,87761130
saint-victor - thizy,Saint-Victor - Thizy,87721043
saint-victor-l'abbaye,Saint-Victor-l'Abbaye,87415166
saint-victurnien,Saint-Victurnien,87592683
saint-vincent le chateau,Saint-Vincent le Château,87734715
saint-vincent-de-tyrosse,Saint-Vincent-de-Tyrosse,87673277
saint-vit,Saint-Vit,87718320
saint-yrieix-la-perche,Saint-Yrieix-la-Perche,87592824
sainte-anne,Sainte-Anne,87476648
sainte-bazeille,Sainte-Bazeille,87586479
sainte-cecile-d'andorge,Sainte-Cécile-d'Andorge,87775239
sainte-colombe,Sainte-Colombe,87715151
sainte-colombe septveilles,Sainte-Colombe Septveilles,87116178
sainte-eulalie - carbon-blanc,Sainte-Eulalie - Carbon-Blanc,87491282
sainte-foy-la-grande,Sainte-Foy-la-Grande,87584193
sainte-gauburge,Sainte-Gauburge,87444604
sainte-genevieve-des-bois,Sainte-Geneviève-des-Bois,87545210
sainte-lizaigne,Sainte-Lizaigne,87597054
sainte-marthe en provence,Sainte-Marthe en Provence,87751842
sainte-maure - noyant,Sainte-Maure - Noyant,87575050
sainte-pazanne,Sainte-Pazanne,87481226
saintes,Saintes,87491001
salbris,Salbris,87543165
sallanches - combloux - megeve,Sallanches - Combloux - Megève,87746438
sallaumines,Sallaumines,87345215
salles-courbaties,Salles-Courbatiès,87613877
salome,Salomé,87342451
salon-de-provence,Salon-de-Provence,87753764
salses-le-chateau,Salses-le-Château,87784157
sannois,Sannois,87276188
sanry-sur-nied,Sanry-sur-Nied,87192229
santenay les bains,Santenay les Bains,87713594
santes,Santes,87286401
santeuil - le perchay,Santeuil - Le Perchay,87381186
saone,Saône,87718502
sarcelles - saint-brice,Sarcelles - Saint-Brice,87276386
sarlat-la-caneda,Sarlat-la-Canéda,87595827
sarlieve - cournon,Sarliève - Cournon,87734152
sarrance,Sarrance,87672766
sarre-union,Sarre-Union,87215459
sarrebourg,Sarrebourg,87215012
sarreguemines,Sarreguemines,87193615
sartrouville,Sartrouville,87386417
sathonay - rillieux,Sathonay - Rillieux,87723700
saubusse,Saubusse,87673251
saujon,Saujon,87491811
saulon,Saulon,87713628
saumur,Saumur,87487603
sausset-les-pins,Sausset-les-Pins,87753558
sauveterre-la-lemance,Sauveterre-la-Lémance,87586495
savenay,Savenay,87481838
savennieres - behuard,Savennières - Béhuard,87484329
saverdun,Saverdun,87611368
saverne,Saverne,87212225
savigny-le-temple - nandy,Savigny-le-Temple - Nandy,87682187
savigny-sur-orge,Savigny-sur-Orge,87545236
savonnieres,Savonnières,87571844
savy-berlette,Savy-Berlette,87342253
sceaux - boesse,Sceaux - Boëssé,87396317
scherwiller,Scherwiller,87214205
schirmeck - la broque,Schirmeck - La Broque,87214692
schweighouse-sur-moder,Schweighouse-sur-Moder,87213108
schwindratzheim,Schwindratzheim,87212159
seclin,Seclin,87286518
sedan,Sedan,87172254
sees,Sées,87444695
selestat,Sélestat,87214056
selles-saint-denis,Selles-Saint-Denis,87576140
selles-sur-cher,Selles-sur-Cher,87576868
seltz,Seltz,87212431
senas,Sénas,87753715
sennecey-le-grand,Sennecey-le-Grand,87725614
senozan,Senozan,87725671
sens,Sens,87683003
sept-saulx,Sept-Saulx,87171645
septemes-les-vallons,Septèmes-les-Vallons,87751800
serezin-du-rhone,Sérézin-du-Rhône,87722546
serifontaine,Sérifontaine,87381269
sermaise,Sermaise,87545517
sermizelles - vezelay,Sermizelles - Vézelay,87683722
serqueux,Serqueux,87411470
serquigny,Serquigny,87444315
serres,Serres,87763722
servas - lent,Servas - Lent,87723791
servon-sur-vilaine,Servon-sur-Vilaine,87471532
servoz,Servoz,87746719
sessenheim,Sessenheim,87212365
sete,Sète,87773200
seugy,Seugy,87272039
seurre,Seurre,87713677
severac,Sévérac,87476754
severac-d'aveyron,Sévérac-d'Aveyron,87783365
sevran - livry,Sevran - Livry,87271429
sevran beaudottes,Sevran Beaudottes,87271445
sevres - ville-d'avray,Sèvres - Ville-d'Avray,87382341
sevres rive gauche,Sèvres Rive Gauche,87393124
seyssel - corbonod,Seyssel - Corbonod,87745828
sierck-les-bains,Sierck-les-Bains,87191635
sierentz,Sierentz,87182105
sille-le-guillaume,Sillé-le-Guillaume,87396234
simandre-sur-suran,Simandre-sur-Suran,87743336
simiane-collongue,Simiane-Collongue,87751438
sin-le-noble,Sin-le-Noble,87345405
siorac-en-perigord,Siorac-en-Périgord,87595769
sisteron,Sisteron,87751206
soissons,Soissons,87271817
solignac - le vigen,Solignac - Le Vigen,87592246
sollies-pont,Solliès-Pont,87755330
somain,Somain,87345314
sommery,Sommery,87411462
sorgues - chateauneuf-du-pape,Sorgues - Châteauneuf-du-Pape,87765206
sotteville-les-rouen,Sotteville-lès-Rouen,87411223
souillac,Souillac,87594333
soulac-sur-mer,Soulac-sur-Mer,87581371
soultz-sous-forets,Soultz-sous-Forêts,87213421
souppes - chateau-landon,Souppes - Château-Landon,87684217
sous le bois,Sous le Bois,87295543
stade de france saint-denis,Stade de France Saint-Denis,87164780
staffelfelden,Staffelfelden,87182691
stains la cerisaie t11,Stains La Cerisaie T11,87697334
steenbecque,Steenbecque,87342295
steenwerck,Steenwerck,87286161
steinbourg,Steinbourg,87212209
stephansfeld,Stephansfeld,87212126
strasbourg,Strasbourg,87212027
strasbourg roethig,Strasbourg Roethig,87212191
strazeele,Strazeele,87286203
suce-sur-erdre,Sucé-sur-Erdre,87590828
suevres,Suèvres,87574236
surdon,Surdon,87444562
suresnes mont valerien,Suresnes Mont Valérien,87382374
surgeres,Surgères,87485227
survilliers - fosses,Survilliers - Fosses,87276261
sury-le-comtal,Sury-le-Comtal,87726422
tacoignieres - richebourg,Tacoignières - Richebourg,87393454
taconnaz,Taconnaz,87746750
tain-l'hermitage - tournon,Tain-l'Hermitage - Tournon,87761163
talence medoquine,Talence Médoquine,87748350
tanus,Tanus,87615674
tarare,Tarare,87721472
tarascon,Tarascon,87765354
tarascon-sur-ariege,Tarascon-sur-Ariège,87611590
tarbes,Tarbes,87671008
tassin,Tassin,87721514
taverny,Taverny,87276634
teille,Teillé,87396051
templeuve,Templeuve,87286625
tenay - hauteville,Tenay - Hauteville,87743757
tergnier,Tergnier,87296442
terrasson-lavilledieu,Terrasson-Lavilledieu,87594408
tessonnieres,Tessonnières,87615245
teting-sur-nied,Teting-sur-Nied,87193342
thann,Thann,87182568
thann centre,Thann Centre,87472605
thann saint-jacques,Thann Saint-Jacques,87182881
thaon,Thaon,87144097
theillay,Theillay,87543199
thenissey,Thenissey,87713099
thenon,Thenon,87595579
theoule-sur-mer,Théoule-sur-Mer,87757583
thesee,Thésée,87328195
thezy-glimont,Thézy-Glimont,87316125
thiaville-sur-meurthe,Thiaville-sur-Meurthe,87141432
thiennes,Thiennes,87342287
thiers,Thiers,87734475
thieux - nantouillet,Thieux - Nantouillet,87272054
thionville,Thionville,87191007
thiviers,Thiviers,87595124
thomery,Thomery,87682252
thonon-les-bains,Thonon-les-Bains,87745646
thouare-sur-loire,Thouaré-sur-Loire,87481143
thouars,Thouars,87487009
thourotte,Thourotte,87276741
thues carena,Thuès Carença,87784751
thun le paradis,Thun le Paradis,87381822
tieffenbach - struth,Tieffenbach - Struth,87215699
tierce,Tiercé,87484147
tincques,Tincques,87342303
tonnay-charente,Tonnay-Charente,87485151
tonneins,Tonneins,87586651
tonnerre,Tonnerre,87713198
torfou-sevremoine,Torfou-Sèvremoine,87486894
torpes - boussieres,Torpes - Boussières,87718114
toul,Toul,87141044
toulon,Toulon,87755009
toulon sainte-musse,Toulon Sainte-Musse,87742262
toulouse matabiau,Toulouse Matabiau,87611004
tourcoing,Tourcoing,87286542
tournan-en-brie,Tournan-en-Brie,87116210
tournay,Tournay,87671172
tournemire - roquefort,Tournemire - Roquefort,87783456
tournus,Tournus,87725622
tours,Tours,87571000
tourville-la-riviere,Tourville-la-Rivière,87411181
toury,Toury,87543074
tracy - sancerre,Tracy - Sancerre,87696161
traou nez,Traou Nez,87322347
trappes,Trappes,87393835
tregonneau - squiffiec,Trégonneau - Squiffiec,87473819
trelaze,Trélazé,87701532
tremolat,Trémolat,87584474
tricot,Tricot,87313353
trie-chateau,Trie-Château,87381236
triel-sur-seine,Triel-sur-Seine,87381806
trilport,Trilport,87116491
trith-saint-leger,Trith-Saint-Léger,87343400
trois chenes,Trois Chênes,87184242
tronsanges,Tronsanges,87696203
trouville - deauville,Trouville - Deauville,87444372
troyes,Troyes,87118000
tulle,Tulle,87594499
tullins fures,Tullins Fures,87761759
turckheim,Turckheim,87182352
turenne,Turenne,87594556
uchaud,Uchaud,87775106
uckange,Uckange,87191130
uray - la perche,Urçay - La Perche,87576348
urmatt,Urmatt,87214635
urt,Urt,87672386
us,Us,87381178
ussel,Ussel,87594093
ustaritz jatxou,Ustaritz Jatxou,87673624
uzerche,Uzerche,87594200
vaas,Vaas,87396598
vaires - torcy,Vaires - Torcy,87116293
val d'argenteuil,Val d'Argenteuil,87381798
val de fontenay,Val de Fontenay,87113712
val-de-reuil,Val-de-Reuil,87415877
val-de-vesle,Val-de-Vesle,87171611
valdahon,Valdahon,87718544
valdahon camp militaire,Valdahon Camp Militaire,87718601
valenay,Valençay,87576215
valence,Valence,87761007
valence d'agen,Valence d'Agen,87611863
valence tgv rhone-alpes sud,Valence TGV Rhône-Alpes Sud,87763029
valenciennes,Valenciennes,87343004
valergues - lansargues,Valergues - Lansargues,87773432
valleiry,Valleiry,87745414
valleroy - moineville,Valleroy - Moineville,87192732
vallon-en-sully,Vallon-en-Sully,87641357
vallorcine,Vallorcine,87746875
valmondois,Valmondois,87276535
valognes,Valognes,87447284
vandieres,Vandières,87192476
vannes,Vannes,87476606
vanves - malakoff,Vanves - Malakoff,87391532
varades - saint-florent le vieil,Varades - Saint-Florent le Vieil,87484386
varangeville - saint-nicolas,Varangéville - Saint-Nicolas,87141101
varennes-sur-allier,Varennes-sur-Allier,87696351
varennes-sur-fouzon,Varennes-sur-Fouzon,87576231
varetz,Varetz,87594606
varilhes,Varilhes,87611327
vauboyen,Vauboyen,87393538
vaucelles,Vaucelles,87276626
vaucresson,Vaucresson,87382267
vaudagne,Vaudagne,87746727
vaumoise,Vaumoise,87271601
vauvert,Vauvert,87775817
vaux-sur-seine,Vaux-sur-Seine,87381814
vauxaillon,Vauxaillon,87297283
vauzelles,Vauzelles,87691469
vayrac,Vayrac,87594739
vayres,Vayres,87584714
veauche - saint-galmier,Veauche - Saint-Galmier,87726208
veigne,Veigné,87571414
velars-sur-ouche,Velars-sur-Ouche,87712331
velines,Vélines,87584177
vendenheim,Vendenheim,87212118
vendeuvre-sur-barse,Vendeuvre-sur-Barse,87118257
vendome,Vendôme,87574558
vendome - villiers-sur-loir tgv,Vendôme - Villiers-sur-Loir TGV,87571216
venerque - vernet,Venerque - Vernet,87611392
venissieux,Vénissieux,87723320
verdun,Verdun,87175778
veretz - montlouis,Véretz - Montlouis,87574434
vergeze - codognan,Vergèze - Codognan,87775114
vermenton,Vermenton,87683664
vern-sur-seiche,Vern-sur-Seiche,87471029
vernaison,Vernaison,87722264
verneuil-l'etang,Verneuil-l'Étang,87116079
verneuil-sur-avre,Verneuil-sur-Avre,87393595
vernon - giverny,Vernon - Giverny,87415604
vernou-la-celle-sur-seine,Vernou-la-Celle-sur-Seine,87682468
vernouillet - verneuil,Vernouillet - Verneuil,87386656
verrey-sous-salmaise,Verrey-sous-Salmaise,87713081
versailles chantiers,Versailles Chantiers,87393009
versailles chateau rive gauche,Versailles Château Rive Gauche,87393157
versailles rive droite,Versailles Rive Droite,87382861
versigny,Versigny,87296608
vert galant,Vert Galant,87271437
vertaizon,Vertaizon,87734426
vertou,Vertou,87481408
verzeille,Verzeille,87615138
vesoul,Vesoul,87185009
veuves - monteaux,Veuves - Monteaux,87574327
veynes devoluy,Veynes Dévoluy,87763300
viaduc sainte-marie,Viaduc Sainte-Marie,87746735
viarmes,Viarmes,87276568
vias,Vias,87781260
vic - mireval,Vic - Mireval,87773531
vic-le-comte,Vic-le-Comte,87734186
vic-sur-cere,Vic-sur-Cère,87645440
vichy,Vichy,87732008
vidauban,Vidauban,87755421
vieilleville,Vieilleville,87597633
vielmur-sur-agout,Vielmur-sur-Agout,87615492
vienne,Vienne,87722587
vierzon,Vierzon,87576009
vierzon forges,Vierzon Forges,87576090
vierzy,Vierzy,87271783
vieux-thann,Vieux-Thann,87182550
vieux-thann zone industrielle,Vieux-Thann Zone Industrielle,87181289
vif,Vif,87747576
vigeois,Vigeois,87594218
vigneux-sur-seine,Vigneux-sur-Seine,87681304
vignory,Vignory,87142232
villabe,Villabé,87681619
villaines-sous-bois,Villaines-sous-Bois,87272021
villars-les-dombes,Villars-les-Dombes,87723759
villedieu-les-poeles,Villedieu-les-Poêles,87447698
villefort,Villefort,87775197
villefranche - vernet-les-bains,Villefranche - Vernet-les-Bains,87784686
villefranche-de-lauragais,Villefranche-de-Lauragais,87615013
villefranche-de-rouergue,Villefranche-de-Rouergue,87613893
villefranche-du-perigord,Villefranche-du-Périgord,87595892
villefranche-sur-cher,Villefranche-sur-Cher,87576884
villefranche-sur-mer,Villefranche-sur-Mer,87756361
villefranche-sur-saone,Villefranche-sur-Saône,87721332
villefranque,Villefranque,87673616
villeherviers,Villeherviers,87576165
villenave-d'ornon,Villenave-d'Ornon,87581835
villeneuve triage,Villeneuve Triage,87681809
villeneuve-la-comtesse,Villeneuve-la-Comtesse,87491258
villeneuve-la-guyard,Villeneuve-la-Guyard,87683102
villeneuve-le-roi,Villeneuve-le-Roi,87545277
villeneuve-les-maguelone,Villeneuve-lès-Maguelone,87773515
villeneuve-loubet,Villeneuve-Loubet,87756304
villeneuve-saint-georges,Villeneuve-Saint-Georges,87681825
villeneuve-sur-allier,Villeneuve-sur-Allier,87696310
villeneuve-sur-yonne,Villeneuve-sur-Yonne,87683219
