station_name_normalized,station_name,uic_code
dieppe,Dieppe,87415018
dieulouard,Dieulouard,87141812
dieupentale,Dieupentale,87611681
digoin,Digoin,87694695
dijon,Dijon,87713040
dijon porte neuve,Dijon Porte Neuve,87713008
dinan,Dinan,87478164
dinge,Dingé,87478040
dirinon,Dirinon,87474015
dissay,Dissay,87575191
dives-sur-mer - cabourg,Dives-sur-Mer - Cabourg,87444414
dives-sur-mer port guillaume,Dives-sur-Mer Port Guillaume,87337378
dol-de-bretagne,Dol-de-Bretagne,87478073
dole,Dole,87713412
dombasle-sur-meurthe,Dombasle-sur-Meurthe,87141119
domblans - voiteur,Domblans - Voiteur,87718213
domfront-en-champagne,Domfront-en-Champagne,87396200
dommartin - lissieu,Dommartin - Lissieu,87721738
dommartin - remiencourt,Dommartin - Remiencourt,87316109
domont,Domont,87276436
dompierre sept fons,Dompierre Sept Fons,87696427
dompierre-sur-helpe,Dompierre-sur-Helpe,87295774
don - sainghin,Don - Sainghin,87286435
donchery,Donchery,87172239
donges,Donges,87481721
donjeux,Donjeux,87142273
donzere,Donzère,87764290
dordives,Dordives,87684233
dorlisheim,Dorlisheim,87214338
dormans,Dormans,87171512
douai,Douai,87345009
dourdan,Dourdan,87545525
dourdan la foret,Dourdan La Forêt,87540179
dourges,Dourges,87345165
drancy,Drancy,87271403
drap - cantaron,Drap - Cantaron,87756775
dreffeac,Drefféac,87476770
dreuil-les-amiens,Dreuil-lès-Amiens,87316075
dreux,Dreux,87393488
drusenheim,Drusenheim,87212357
druye,Druye,87571612
dugny - la courneuve t11,Dugny - La Courneuve T11,87697342
dunkerque,Dunkerque,87281006
duppigheim,Duppigheim,87214536
durtol - nohanent,Durtol - Nohanent,87641449
duttlenheim,Duttlenheim,87214544
ebblinghem,Ebblinghem,87281469
ebersheim,Ebersheim,87214106
echirolles,Échirolles,87725895
ecole-valentin,École-Valentin,87710731
ecommoy,Écommoy,87396564
ecouen - ezanville,Écouen - Ézanville,87276394
ecully - tassin,Ecully - Tassin,87721506
egletons,Égletons,87594168
egly,Égly,87545475
eguzon-chantome,Éguzon-Chantôme,87597153
eichhoffen,Eichhoffen,87214239
einvaux,Einvaux,87141200
elbeuf - saint-aubin,Elbeuf - Saint-Aubin,87411173
elne,Elne,87784207
eloyes,Éloyes,87144436
embrun,Embrun,87763466
emerainville - pontault-combault,Émerainville - Pontault-Combault,87116046
enghien-les-bains,Enghien-les-Bains,87276022
ennevelin,Ennevelin,87287276
entraigues-sur-la-sorgue,Entraigues-sur-la-Sorgue,87765826
entzheim aeroport,Entzheim Aéroport,87214528
epanvilliers,Épanvilliers,87575357
epernay,Épernay,87171553
epernon,Épernon,87394114
epfig,Epfig,87214221
epierre - saint-leger,Épierre - Saint-Léger,87741280
epinal,Épinal,87144006
epinay - villetaneuse,Épinay - Villetaneuse,87271122
epinay - villetaneuse t11,Épinay - Villetaneuse T11,87697300
epinay-sur-orge,Épinay-sur-Orge,87545228
epinay-sur-seine,Épinay-sur-Seine,87271148
epinay-sur-seine t11,Épinay-sur-Seine T11,87697292
epluches,Épluches,87276147
epone - mezieres,Épône - Mézières,87386763
eragny - neuville,Éragny - Neuville,87381418
erdre active,Erdre Active,87590356
ermont - eaubonne,Ermont - Eaubonne,87534131;87276055
ermont halte,Ermont Halte,87276584
erstein,Erstein,87214148
esbly,Esbly,87116327
escalquens,Escalquens,87611707
escauduvres,Escaudœuvres,87345496
esches,Esches,87272096
esquelbecq,Esquelbecq,87281113
essonnes robinson,Essonnes Robinson,87681601
estrees-saint-denis,Estrées-Saint-Denis,87313387
estressin,Estressin,87722579
esvres sur indre,Esvres sur Indre,87571422
etain,Étain,87175794
etainhus - saint-romain,Étainhus - Saint-Romain,87413328
etalans,Étalans,87718536
etampes,Étampes,87545137
etang-sur-arroux,Étang-sur-Arroux,87694141
etaples - le touquet,Étaples - Le Touquet,87317065
etigny - veron,Étigny - Véron,87683201
etival-clairefontaine,Étival-Clairefontaine,87144642
etrechy,Étréchy,87545145
etriche - chateauneuf,Étriché - Châteauneuf,87484154
eu,Eu,87317537
evian-les-bains,Évian-les-Bains,87745679
evreux normandie,Évreux Normandie,87387001
evron,Évron,87478552
evry val de seine,Évry Val de Seine,87681361
evry-courcouronnes,Évry-Courcouronnes,87681387
eymoutiers vassiviere,Eymoutiers Vassivière,87592121
eze,Èze,87756387
farbus,Farbus,87342527
farebersviller,Farébersviller,87193516
faremoutiers - pommeuse,Faremoutiers - Pommeuse,87116277
farschviller,Farschviller,87193524
faubourg d'orleans,Faubourg d'Orléans,87576173
faulquemont,Faulquemont,87193359
fecamp,Fécamp,87413542
fegersheim - lipsheim,Fegersheim - Lipsheim,87212266
fellering,Fellering,87182626
fepin,Fépin,87172874
ferrieres - fontenay,Ferrières - Fontenay,87684241
feuquieres - broquiers,Feuquières - Broquiers,87313742
feurs,Feurs,87726877
feyzin,Feyzin,87722538
figeac,Figeac,87613091
firminy,Firminy,87726729
fismes,Fismes,87171330
flavy-le-martel,Flavy-le-Martel,87296871
flaxlanden,Flaxlanden,87181040
flers,Flers,87448001
fleurieux-sur-l'arbresle,Fleurieux-sur-l'Arbresle,87721563
fleurville - pont-de-vaux,Fleurville - Pont-de-Vaux,87725663
flez-cuzy - tannay,Flez-Cuzy - Tannay,87696633
foecy,Foëcy,87576108
foix,Foix,87611616
folligny,Folligny,87447649
fons - saint-mamert,Fons - Saint-Mamert,87775379
font-romeu-odeillo-via,Font-Romeu-Odeillo-Via,87784819
fontaine-le-port,Fontaine-le-Port,87682427
fontainebleau - avon,Fontainebleau - Avon,87682211
fontaines - mercurey,Fontaines - Mercurey,87713586
fontenay-le-fleury,Fontenay-le-Fleury,87393405
fontenoy-sur-moselle,Fontenoy-sur-Moselle,87141051
fontpedrouse,Fontpédrouse,87784769
forbach,Forbach,87193003
formerie,Formerie,87313833
fors,Fors,87485326
fos-sur-mer,Fos-sur-Mer,87753442
foucart - alvimare,Foucart - Alvimare,87413377
fouday,Fouday,87214734
foug,Foug,87141036
fougeray - langon,Fougeray - Langon,87471201
fougere,Fougeré,87486316
fouilloy,Fouilloy,87313841
fouquereuil,Fouquereuil,87342204
fourchambault,Fourchambault,87696229
fourmies,Fourmies,87295048
fourqueux - bel-air,Fourqueux - Bel-Air,87733675;87366922
fraisses - unieux,Fraisses - Unieux,87726737
franchet d'esperey,Franchet d'Esperey,87417444
francheville,Francheville,87722702
franconville - le plessis-bouchard,Franconville - Le Plessis-Bouchard,87276071
franois,Franois,87718304
frasne,Frasne,87715136
freinville sevran,Freinville Sevran,87113894
frejus,Fréjus,87757500
frenouville - cagny,Frénouville - Cagny,87444182
frepillon,Frépillon,87276659
fresnoy-le-grand,Fresnoy-le-Grand,87296293
freteval - moree,Fréteval - Morée,87574533
fretin,Fretin,87286641
frevin-capelle,Frévin-Capelle,87342212
fromental,Fromental,87592360
froncles buxieres,Froncles Buxières,87142240
frontenex,Frontenex,87741629
frontignan,Frontignan,87773556
frouard,Frouard,87141077
frynaudour,Frynaudour,87473876
fumay,Fumay,87172098
futuroscope,Futuroscope,87324095
gadagne,Gadagne,87765446
gagny,Gagny,87113514
gaillac,Gaillac,87615252
gaillon - aubevoye,Gaillon - Aubevoye,87415620
gallargues-le-montueux,Gallargues-le-Montueux,87775130
gallieni canceropole,Gallieni Cancéropôle,87497461
galuzot,Galuzot,87694638
gambsheim,Gambsheim,87212332
gan,Gan,87672618
gandrange - amneville,Gandrange - Amnéville,87191742
gannat,Gannat,87732404
gannes,Gannes,87313262
gap,Gap,87763003
garancieres - la queue,Garancières - La Queue,87393439
garches - marnes-la-coquette,Garches - Marnes-la-Coquette,87382259
garchizy,Garchizy,87691436
gardanne,Gardanne,87751420
gardonne,Gardonne,87584235
gargan,Gargan,87113860
gargenville,Gargenville,87381566
garges - sarcelles,Garges - Sarcelles,87276196
gauriaguet,Gauriaguet,87491225
gazeran,Gazeran,87393348
gazinet cestas,Gazinet Cestas,87582403
geispolsheim,Geispolsheim,87212258
gemeaux,Gemeaux,87713842
genelard,Génelard,87694653
generac,Générac,87775791
genlis,Genlis,87713313
gennevilliers,Gennevilliers,87271205
genolhac,Génolhac,87775213
germaine,Germaine,87171587
gertwiller,Gertwiller,87214254
gerzat,Gerzat,87734046
gestel,Gestel,87476309
gevrey-chambertin,Gevrey-Chambertin,87713503
gien,Gien,87684290
gievres,Gièvres,87576876
gignac - cressensac,Gignac - Cressensac,87594325
gilley,Gilley,87718577
gilly-sur-loire,Gilly-sur-Loire,87694869
gimont cahuzac,Gimont Cahuzac,87611772
gironde-sur-dropt,Gironde-sur-Dropt,87582858
gisors,Gisors,87381244
givet,Givet,87172130
givors,Givors,87722405
givors canal,Givors Canal,87722439
golfe juan vallauris,Golfe Juan Vallauris,87757641
goncelin,Goncelin,87747477
gonfaron,Gonfaron,87755397
gorges,Gorges,87481432
gourdon,Gourdon,87613141
gourland,Gourland,87473801
gournay - ferrieres,Gournay - Ferrières,87381293
goussainville,Goussainville,87276246
goxwiller,Goxwiller,87214270
graffenstaden,Graffenstaden,87212241
graffenwald,Graffenwald,87181131
gragnague,Gragnague,87615377
gramat,Gramat,87613059
grand bourg,Grand Bourg,87681353
grand-combe la pise,Grand-Combe la Pise,87775254
grande-synthe,Grande-Synthe,87281311
grandvillars,Grandvillars,87184432
grandvilliers,Grandvilliers,87313734
granville,Granville,87447680
grasse,Grasse,87757724
gravelines,Gravelines,87281246
gravigny balizy,Gravigny Balizy,87393645
grenoble,Grenoble,87747006
grenoble universites - gieres,Grenoble Universités - Gières,87747402
gresswiller,Gresswiller,87214593
gresy-sur-aix,Grésy-sur-Aix,87746107
gresy-sur-isere,Grésy-sur-Isère,87741611
gretz-armainvilliers,Gretz-Armainvilliers,87116012
grigny centre,Grigny Centre,87681379
grigny le sablon,Grigny le Sablon,87722298
grisolles,Grisolles,87611673
groisy - thorens-glieres,Groisy - Thorens-Glières,87746248
gros noyer saint-prix,Gros Noyer Saint-Prix,87276592
groslay,Groslay,87276360
guerard - la celle-sur-morin,Guérard - La Celle-sur-Morin,87116269
gueret,Guéret,87597609
guethary,Guéthary,87673459
guichen - bourg-des-comptes,Guichen - Bourg-des-Comptes,87471151
guignicourt,Guignicourt,87171736
guillerval,Guillerval,87545129
guimiliau,Guimiliau,87474296
guingamp,Guingamp,87473207
gujan-mestras,Gujan-Mestras,87582619
gundershoffen,Gundershoffen,87213223
gunsbach - griesbach,Gunsbach - Griesbach,87182386
habsheim,Habsheim,87182089
hachette,Hachette,87297523
hagondange,Hagondange,87191114
haguenau,Haguenau,87213058
halsou - larressore,Halsou - Larressore,87673640
haluchere batignolles,Haluchère Batignolles,87590331
ham,Ham,87313494
ham-en-artois,Ham-en-Artois,87342261
hangest-sur-somme,Hangest-sur-Somme,87313114
harfleur,Harfleur,87413302
hargicourt - pierrepont,Hargicourt - Pierrepont,87313338
hatrize,Hatrize,87192724
haubourdin,Haubourdin,87286096
haussmann saint-lazare,Haussmann Saint-Lazare,87281899
haute picardie tgv,Haute Picardie TGV,87313882
hautmont,Hautmont,87295568
hayange,Hayange,87191239
haybes,Haybes,87172106
hazebrouck,Hazebrouck,87286302
heiligenberg - mollkirch,Heiligenberg - Mollkirch,87214627
heilles - mouchy,Heilles - Mouchy,87316398
heilly,Heilly,87316059
hellemmes,Hellemmes,87286062
hendaye,Hendaye,87677005
henin-beaumont,Hénin-Beaumont,87345157
hennebont,Hennebont,87476259
herblay,Herblay,87381889
herchies,Herchies,87313692
hericourt,Héricourt,87184507
hericy,Héricy,87682435
hermes - berthecourt,Hermes - Berthecourt,87313585
herny,Herny,87193383
herrlisheim,Herrlisheim,87212340
herrlisheim-pres-colmar,Herrlisheim-près-Colmar,87182329
hesdigneul-les-boulogne,Hesdigneul-lès-Boulogne,87317107
hesdin,Hesdin,87317222
hettange-grande,Hettange-Grande,87191163
hirson,Hirson,87295063
hirson ecoles,Hirson Écoles,87324335
hochfelden,Hochfelden,87212167
hoelschloch,Hoelschloch,87213413
hoenheim tram,Hoenheim Tram,87338517
hoerdt,Hoerdt,87213686
hoffen,Hoffen,87213447
hombourg-haut,Hombourg-Haut,87193276
homecourt,Homécourt,87191692
houdan,Houdan,87393462
houdemont,Houdemont,87141473
houilles - carrieres-sur-seine,Houilles - Carrières-sur-Seine,87386409
houlgate,Houlgate,87444406
hundling,Hundling,87193540
huriel,Huriel,87641217
hyeres,Hyères,87755629
igney,Igney,87144089
igney - avricourt,Igney - Avricourt,87215103
igny,Igny,87393561
ille-sur-tet,Ille-sur-Têt,87784561
illfurth,Illfurth,87182204
illiers-combray,Illiers-Combray,87394437
imphy,Imphy,87696450
ingersheim - cite scolaire,Ingersheim - Cité Scolaire,87303875
ingrandes sur vienne,Ingrandes sur Vienne,87575134
ingrandes-le fresne-sur-loire,Ingrandes-Le Fresne-sur-Loire,87484360
ingwiller,Ingwiller,87213785
invalides,Invalides,87393033
irigny yvours,Irigny Yvours,87722249
is-sur-tille,Is-sur-Tille,87713859
isbergues,Isbergues,87342279
isles - armentieres - congis,Isles - Armentières - Congis,87116616
isse,Issé,87481622
issoire,Issoire,87734202
issou - porcheville,Issou - Porcheville,87381574
issoudun,Issoudun,87597062
issy val de seine,Issy Val de Seine,87393306
issy-les-moulineaux,Issy-les-Moulineaux,87393074
istres,Istres,87753418
iteuil,Iteuil,87577403
itxassou,Itxassou,87673665
ivry-sur-seine,Ivry-sur-Seine,87545301
iwuy,Iwuy,87345397
janze,Janzé,87471334
jarnac,Jarnac,87491472
jarrie - vizille,Jarrie - Vizille,87747535
jarville-la-malgrange,Jarville-la-Malgrange,87141010
jaunay-clan,Jaunay-Clan,87575217
jaux,Jaux,87272013
javel,Javel,87393066
jeumont,Jeumont,87295014
juf,Jœuf,87191700
joigny,Joigny,87683243
joigny-sur-meuse,Joigny-sur-Meuse,87172031
joinville,Joinville,87175091
joncet,Joncet,87784710
joncherey,Joncherey,87700153
jonchery-sur-vesle,Jonchery-sur-Vesle,87171314
jonzac,Jonzac,87491142
joue-les-tours,Joué-lès-Tours,87571885
jouy,Jouy,87394155
jouy-en-josas,Jouy-en-Josas,87393512
juan les pins,Juan les Pins,87757666
juvisy-sur-orge,Juvisy-sur-Orge,87545244
juziers,Juziers,87381558
kalhausen,Kalhausen,87193664
ker lann,Ker Lann,87159947
kerhostin,Kerhostin,87476432
kerhuon,Kerhuon,87474213
kilstett,Kilstett,87212324
koenigsmacker,Koenigsmacker,87191619
kogenheim,Kogenheim,87214114
krimmeri meinau,Krimmeri Meinau,87338525
kruth,Kruth,87182642
kurtzenhouse,Kurtzenhouse,87213660
l'abbaye,L'Abbaye,87113886
l'aigle,L'Aigle,87444638
l'aiguille,L'Aiguille,87592634
l'arbresle,L'Arbresle,87721431
l'argentiere les ecrins,L'Argentière Les Écrins,87763557
l'ariane la trinite,L'Ariane La Trinité,87751529
l'estaque,L'Estaque,87751602
l'etang les sablons,L'Etang les Sablons,87726109
l'etang-la-ville,L'Étang-la-Ville,87382473
l'herbergement - les brouzils,L'Herbergement - Les Brouzils,87486126
l'hermitage - mordelles,L'Hermitage - Mordelles,87471060
l'hopital-du-grosbois,L'Hôpital-du-Grosbois,87718528
l'isle-adam - parmain,L'Isle-Adam - Parmain,87276527
l'isle-d'abeau,L'Isle-d'Abeau,87761239
l'isle-jourdain,L'Isle-Jourdain,87611806
l'isle-sur-la-sorgue - fontaine-de-vaucluse,L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,87765479
l'isle-sur-le-doubs,L'Isle-sur-le-Doubs,87184572
l'isthme,L'Isthme,87476275
la barasse,La Barasse,87635581
la barre ormesson,La Barre Ormesson,87271171
la basse indre - saint-herblain,La Basse Indre - Saint-Herblain,87481069
la bassee - violaines,La Bassée - Violaines,87342436
la bastide - saint-laurent-les-bains,La Bastide - Saint-Laurent-les-Bains,87775171
la baule les pins,La Baule Les Pins,87481697
la baule-escoublac,La Baule-Escoublac,87481754
la bernerie-en-retz,La Bernerie-en-Retz,87481267
la bohalle,La Bohalle,87487843
la bonneville-sur-iton,La Bonneville-sur-Iton,87387142
la borne blanche,La Borne Blanche,87276287
la brillanne - oraison,La Brillanne - Oraison,87751271
la brohiniere,La Brohinière,87471094
la celle-saint-cloud,La Celle-Saint-Cloud,87382432
la chaize-le-vicomte,La Chaize-le-Vicomte,87486308
la chapelle aulnay,La Chapelle Aulnay,87590364
la chapelle centre,La Chapelle Centre,87481564
la chapelle-saint-mesmin,La Chapelle-Saint-Mesmin,87543371
la chapelle-sur-loire,La Chapelle-sur-Loire,87571802
la charite-sur-loire,La Charité-sur-Loire,87696195
la chaumusse - fort-du-plasne,La Chaumusse - Fort-du-Plasne,87715391
la chaussee-saint-victor,La Chaussée-Saint-Victor,87574251
la ciotat - ceyreste,La Ciotat - Ceyreste,87751784
la clayette - baudemont,La Clayette - Baudemont,87694737
la coquille,La Coquille,87592501
la courneuve - aubervilliers,La Courneuve - Aubervilliers,87271304
la couronne,La Couronne,87583617
la couronne carro,La Couronne Carro,87753541
la crau,La Crau,87755611
la creche,La Crèche,87485474
la croix de mean,La Croix de Méan,87481689
la defense,La Défense,87382218
la defense grande arche rer e,La Défense Grande Arche RER E,87731430
la douzillere,La Douzillère,87009696
la faloise,La Faloise,87313239
la fere,La Fère,87296632
la ferte-alais,La Ferté-Alais,87681452
la ferte-bernard,La Ferté-Bernard,87396325
la ferte-imbault,La Ferté-Imbault,87576082
la ferte-milon,La Ferté-Milon,87116673
la ferte-saint-aubin,La Ferté-Saint-Aubin,87543124
la ferte-sous-jouarre,La Ferté-sous-Jouarre,87116517
la fontaine,La Fontaine,87286427
la forest-landerneau,La Forest-Landerneau,87474221
la fouillouse,La Fouillouse,87726232
la frayere,La Frayère,87757740
la fresnais,La Fresnais,87478081
la frette - montigny,La Frette - Montigny,87381871
la garde,La Garde,87755306
la garenne-colombes,La Garenne-Colombes,87386003
la gorp,La Gorp,87584755
la gouesniere - cancale - saint-meloir-des-ondes,La Gouesnière - Cancale - Saint-Méloir-des-Ondes,87478099
la grande-paroisse,La Grande-Paroisse,87682476
la grave d'ambares,La Grave d'Ambarès,87491274
la guerche-sur-l'aubois,La Guerche-sur-l'Aubois,87576470
la guierche,La Guierche,87396036
la haie-fouassiere,La Haie-Fouassière,87481416
la hisse,La Hisse,87478156
la hume,La Hume,87582635
la hutte coulombiers,La Hutte Coulombiers,87396093
la jarrie,La Jarrie,87485185
la jonchere-saint-maurice,La Jonchère-Saint-Maurice,87592337
la joux,La Joux,87746842
la levade,La Levade,87775247
la loupe,La Loupe,87394254
la madeleine,La Madeleine,87286187
la marche,La Marche,87691394
la meaugon,La Méaugon,87473124
la membrolle-sur-choisille,La Membrolle-sur-Choisille,87571513
la menitre,La Ménitré,87487884
la meyze,La Meyze,87592808
la mothe-achard,La Mothe-Achard,87486423
la mothe-saint-heray,La Mothe-Saint-Héray,87485508
la norville - saint-germain-les-arpajon,La Norville - Saint-Germain-lès-Arpajon,87545459
la pauline hyeres,La Pauline Hyères,87755314
la penne-sur-huveaune,La Penne-sur-Huveaune,87751743
la plaine stade de france - saint-denis - aubervilliers,La Plaine Stade de France - Saint-Denis - Aubervilliers,87164798
la pomme,La Pomme,87751719
la porcherie,La Porcherie,87592295
la possonniere,La Possonnière,87484337
la poterie,La Poterie,87334508
la redonne ensues,La Redonne Ensuès,87753574
la reole,La Réole,87582866
la ricamarie,La Ricamarie,87726703
la riviere de mansac,La Rivière de Mansac,87594416
la riviere-drugeon,La Rivière-Drugeon,87715144
la roche-maurice,La Roche-Maurice,87474262
la roche-sur-foron,La Roche-sur-Foron,87746305
la roche-sur-yon,La Roche-sur-Yon,87486019
la rochelle,La Rochelle,87485003
la rochelle porte dauphine,La Rochelle Porte Dauphine,87437798
la seyne - six-fours,La Seyne - Six-Fours,87755264
la souterraine,La Souterraine,87592378
la suze-sur-sarthe,La Suze-sur-Sarthe,87396366
la taye,La Taye,87394403
la teste-de-buch,La Teste-de-Buch,87582643
la tour-de-salvagny,La Tour-de-Salvagny,87721548
la tour-du-pin,La Tour-du-Pin,87723478
la tricherie,La Tricherie,87575183
la trinite victor,La Trinité Victor,87756767
la valbonne,La Valbonne,87723577
la verpilliere,La Verpillière,87723395
la verriere,La Verrière,87393256
la ville gozet,La Ville Gozet,87641191
la ville-dieu-du-temple,La Ville-Dieu-du-Temple,87611459
la villette saint-prest,La Villette Saint-Prest,87394171
la wantzenau,La Wantzenau,87212316
labege innopole,Labège Innopole,87612002
labege village,Labège Village,87612028
labenne,Labenne,87673293
labergement-sainte-marie,Labergement-Sainte-Marie,87715219
laboissiere - le deluge,Laboissière - Le Déluge,87313676
labouheyre,Labouheyre,87582551
labruguiere,Labruguière,87615526
lacapelle-viescamp,Lacapelle-Viescamp,87645150
lacelle,Lacelle,87592147
lachaud curmilhac,Lachaud Curmilhac,87731828
lacourtensourt,Lacourtensourt,87611434
lafarge,Lafarge,87592733
lagny - thorigny,Lagny - Thorigny,87116319
laguepie,Laguépie,87613471
laifour,Laifour,87172072
laigne - saint-gervais,Laigné - Saint-Gervais,87396556
laigneville,Laigneville,87276204
laille,Laillé,87471144
laissey,Laissey,87718437
lalbenque - fontanes,Lalbenque - Fontanes,87613323
lalinde,Lalinde,87584441
lamagistere,Lamagistère,87611855
lamanon,Lamanon,87753731
lamballe,Lamballe,87473108
lamonzie-saint-martin,Lamonzie-Saint-Martin,87584243
lamothe-landerron,Lamothe-Landerron,87582882
lamothe-montravel,Lamothe-Montravel,87584151
lamotte-beuvron,Lamotte-Beuvron,87543140
lamure-sur-azergues,Lamure-sur-Azergues,87721860
lancerf,Lancerf,87473850
lancey,Lancey,87417501
landas,Landas,87286575
landaul - mendon,Landaul - Mendon,87476226
landebia,Landébia,87473264
landerneau,Landerneau,87474239
landevant,Landévant,87476234
landivisiau,Landivisiau,87474270
landrecies,Landrecies,87295642
landry,Landry,87741777
laneuveville-devant-nancy,Laneuveville-devant-Nancy,87141093
langeac,Langeac,87734319
langeais,Langeais,87571828
langogne,Langogne,87734350
langon,Langon,87582775
langres,Langres,87142091
lannemezan,Lannemezan,87671123
lannion,Lannion,87473223
lantenay,Lantenay,87712323
laon,Laon,87296012
lapeyrouse,Lapeyrouse,87641043
laragne-monteglin,Laragne-Montéglin,87763755
lardenne,Lardenne,87611939
lardy,Lardy,87545160
laroche - migennes,Laroche - Migennes,87683268
laroque-timbaut,Laroque-Timbaut,87586412
laroquebrou,Laroquebrou,87645135
lathus-saint-remy,Lathus-Saint-Rémy,87575498
latour-de-carol - enveitg,Latour-de-Carol - Enveitg,87611483
lauterbourg,Lauterbourg,87212464
laval,Laval,87478404
laval-de-cere,Laval-de-Cère,87594796
lavaufranche,Lavaufranche,87597740
lavaur,Lavaur,87615476
lavilletertre,Lavilletertre,87381202
lavoute-sur-loire,Lavoûte-sur-Loire,87734707
le blanc-mesnil,Le Blanc-Mesnil,87271478
le bosquet,Le Bosquet,87757757
le bourget,Le Bourget,87271395
le bourget t11,Le Bourget T11,87697359
le bouscat - saint-germaine,Le Bouscat - Saint-Germaine,87738096
le bousquet-d'orb,Le Bousquet-d'Orb,87781583
le bras de fer,Le Bras de Fer,87681395
le breuil-sur-couze,Le Breuil-sur-Couze,87734228
le bruel,Le Bruel,87783548
le buet,Le Buet,87746883
le bugue,Le Bugue,87595744
le buisson-de-cadouin,Le Buisson-de-Cadouin,87595751
le burg,Le Burg,87594614
le cailar,Le Cailar,87775825
le cateau-cambresis,Le Cateau-Cambrésis,87295220
le cellier,Le Cellier,87481168
le cendre - orcet,Le Cendre - Orcet,87734160
le chambon-feugerolles,Le Chambon-Feugerolles,87726711
le chenay gagny,Le Chénay Gagny,87113522
le coteau,Le Coteau,87726828
le coudray-montceaux,Le Coudray-Montceaux,87681635
le creusot,Le Creusot,87694000
le creusot - montceau-les-mines - montchanin tgv,Le Creusot - Montceau-les-Mines - Montchanin TGV,87694109
le croisic,Le Croisic,87481788
le dorat,Le Dorat,87592543
le dramont,Le Dramont,87757542
le fauga,Le Fauga,87611046
le genest-saint-isle,Le Genest-Saint-Isle,87478743
le grand jardin,Le Grand Jardin,87444323
le grand-lemps,Le Grand-Lemps,87747220
le grau-du-roi,Le Grau-du-Roi,87775866
le haut banc,Le Haut Banc,87316687
le havre,Le Havre,87413013
le lioran,Le Lioran,87645473
le luc - le cannet,Le Luc - Le Cannet,87755405
le mans,Le Mans,87396002
le mans hopital-universite,Le Mans Hôpital-Université,87743872
le mee-sur-seine,Le Mée-sur-Seine,87682179
le meridien la ferriere,Le Méridien La Ferrière,87721522
le meux - la croix-saint-ouen,Le Meux - La Croix-Saint-Ouen,87276733
le molay-littry,Le Molay-Littry,87444083
le monastier-pin-mories,Le Monastier-Pin-Moriès,87783308
le pallet,Le Pallet,87481424
le peage-de-roussillon,Le Péage-de-Roussillon,87722678
le penity,Le Pénity,87473553
le perray-en-yvelines,Le Perray-en-Yvelines,87393298
le plessis chenet,Le Plessis Chenet,87681627
le plessis-belleville,Le Plessis-Belleville,87271551
le poirier universite,Le Poirier Université,87343210
le pont-de-beauvoisin,Le Pont-de-Beauvoisin,87741470
le pont-de-claix,Le Pont-de-Claix,87747519
le pouliguen,Le Pouliguen,87481762
le puy-en-velay,Le Puy-en-Velay,87734699
le quesnoy,Le Quesnoy,87295857
le raincy - villemomble - montfermeil,Le Raincy - Villemomble - Montfermeil,87113472
le rouget,Le Rouget,87645192
le soler,Le Soler,87784512
le stade,Le Stade,87381095
le teich,Le Teich,87582601
le theil - la rouge,Le Theil - La Rouge,87396333
le theil-de-bretagne,Le Theil-de-Bretagne,87471342
le thor,Le Thor,87765453
le toec,Le Toec,87353573
le trayas,Le Trayas,87757575
le treport - mers-les-bains,Le Tréport - Mers-les-Bains,87317529
le val d'or,Le Val d'Or,87382366
le verdon-sur-mer,Le Verdon-sur-Mer,87581389
le vernet d'ariege,Le Vernet d'Ariège,87611350
le vert de maisons,Le Vert de Maisons,87681247
le vieux briollay,Le Vieux Briollay,87484139
leforest,Leforest,87345223
lens,Lens,87345025
lentilly,Lentilly,87721555
lentilly charpenay,Lentilly Charpenay,87566919
lepin-le-lac - la bauche,Lépin-le-Lac - La Bauche,87741439
lerouville,Lérouville,87175240
les abrets - fitilieu,Les Abrets - Fitilieu,87741496
les arcs - draguignan,Les Arcs - Draguignan,87755447
les ardoines,Les Ardoines,87492108
les aubrais,Les Aubrais,87543017
les bardys,Les Bardys,87592048
les bons peres,Les Bons Pères,87297515
les bossons,Les Bossons,87746768
les boullereaux champigny,Les Boullereaux Champigny,87113779
les cabannes,Les Cabannes,87611574
les cabrils,Les Cabrils,87781559
les cauquillous,Les Cauquillous,87328021
les clairieres de verneuil,Les Clairières de Verneuil,87386664
les coquetiers,Les Coquetiers,87113845
les deux jumeaux,Les Deux Jumeaux,87677104
les echets,Les Échets,87723718
les eglisottes-et-chalaures,Les Églisottes-et-Chalaures,87584532
les essarts-le-roi,Les Essarts-le-Roi,87393280
les eyzies-de-tayac-sireuil,Les Eyzies-de-Tayac-Sireuil,87595736
les flacheres,Les Flachères,87721704
les fontinettes,Les Fontinettes,87317305
les gresillons,Les Grésillons,87272146
les houches,Les Houches,87746743
les lacs,Les Lacs,87471516
les laumes alesia,Les Laumes Alésia,87713115
les mais,Les Mais,87473587
les martres-de-veyre,Les Martres-de-Veyre,87734178
les moussoux,Les Moussoux,87746818
les moutiers-en-retz,Les Moutiers-en-Retz,87481259
les mureaux,Les Mureaux,87386680
les noues,Les Noues,87276238
les ormes,Les Ormes,87575118
les pavillons-sous-bois,Les Pavillons-sous-Bois,87113852
les pelerins,Les Pélerins,87746776
les perrieres,Les Perrières,87691600
les portes de saint-cyr,Les Portes de Saint-Cyr,87710921
